Date,Country,AreaCode,Area,TotalCases
2020-03-16,England,E09000002,Barking and Dagenham,10
2020-03-16,England,E09000003,Barnet,25
2020-03-16,England,E08000016,Barnsley,4
2020-03-16,England,E06000022,Bath and North East Somerset,1
2020-03-16,England,E06000055,Bedford,0
2020-03-16,England,E09000004,Bexley,8
2020-03-16,England,E08000025,Birmingham,15
2020-03-16,England,E06000008,Blackburn with Darwen,0
2020-03-16,England,E06000009,Blackpool,2
2020-03-16,England,E08000001,Bolton,3
2020-03-16,England,E06000058,"Bournemouth, Christchurch and Poole",5
2020-03-16,England,E06000036,Bracknell Forest,4
2020-03-16,England,E08000032,Bradford,7
2020-03-16,England,E09000005,Brent,20
2020-03-16,England,E06000043,Brighton and Hove,10
2020-03-16,England,E06000023,"Bristol, City of",7
2020-03-16,England,E09000006,Bromley,11
2020-03-16,England,E10000002,Buckinghamshire,12
2020-03-16,England,E08000002,Bury,6
2020-03-16,England,E08000033,Calderdale,2
2020-03-16,England,E10000003,Cambridgeshire,12
2020-03-16,England,E09000007,Camden,22
2020-03-16,England,E06000056,Central Bedfordshire,4
2020-03-16,England,E06000049,Cheshire East,0
2020-03-16,England,E06000050,Cheshire West and Chester,4
2020-03-16,England,E06000052,Cornwall and Isles of Scilly,8
2020-03-16,England,E06000047,County Durham,1
2020-03-16,England,E08000026,Coventry,3
2020-03-16,England,E09000008,Croydon,4
2020-03-16,England,E10000006,Cumbria,10
2020-03-16,England,E06000005,Darlington,2
2020-03-16,England,E06000015,Derby,4
2020-03-16,England,E10000007,Derbyshire,12
2020-03-16,England,E10000008,Devon,20
2020-03-16,England,E08000017,Doncaster,2
2020-03-16,England,E06000059,Dorset,2
2020-03-16,England,E08000027,Dudley,6
2020-03-16,England,E09000009,Ealing,18
2020-03-16,England,E06000011,East Riding of Yorkshire,4
2020-03-16,England,E10000011,East Sussex,2
2020-03-16,England,E09000010,Enfield,8
2020-03-16,England,E10000012,Essex,20
2020-03-16,England,E08000037,Gateshead,1
2020-03-16,England,E10000013,Gloucestershire,6
2020-03-16,England,E09000011,Greenwich,18
2020-03-16,England,E09000012,Hackney and City of London,20
2020-03-16,England,E06000006,Halton,0
2020-03-16,England,E09000013,Hammersmith and Fulham,21
